food_id,category,sub_category,food_name,calories_per_100g,common_unit,edible_rate,remark,protein_per_100g,carb_per_100g,fat_per_100g
234,肉蛋奶类,熟制水产,清煮扇贝,60,10个（100g）≈ 60 kcal,0.3,带壳，可食部贝肉,0,0,0
235,肉蛋奶类,熟制水产,清煮鱿鱼,84,1份（100g）≈ 84 kcal,1.0,清水煮,0,0,0
236,肉蛋奶类,熟制水产,清蒸带鱼,127,1段（100g）≈ 127 kcal,1.0,清蒸,0,0,0
237,肉蛋奶类,熟制水产,清煮花甲,62,1份（100g）≈ 62 kcal,0.2,带壳，可食部,0,0,0
238,肉蛋奶类,熟制水产,清煮海参,78,1根（50g）≈ 39 kcal,1.0,泡发后煮制,0,0,0
239,肉蛋奶类,熟制水产,水浸金枪鱼罐头,116,1罐（100g）≈ 116 kcal,1.0,即食,0,0,0
240,肉蛋奶类,熟制水产,鱼丸,107,10个（100g）≈ 107 kcal,1.0,煮后,0,0,0
241,肉蛋奶类,熟制水产,虾丸,110,10个（100g）≈ 110 kcal,1.0,煮后,0,0,0
242,肉蛋奶类,熟制水产,蟹棒,95,1根（20g）≈ 19 kcal,1.0,即食/煮后,0,0,0
243,肉蛋奶类,熟制水产,鱿鱼丝,313,1袋（50g）≈ 157 kcal,1.0,即食,0,0,0
244,肉蛋奶类,熟制水产,烤鱼片,305,1袋（50g）≈ 153 kcal,1.0,即食,0,0,0
245,肉蛋奶类,蛋制品,水煮鸡蛋,143,1个（50g）≈ 72 kcal,1.0,带壳可食部,0,0,0
246,肉蛋奶类,蛋制品,鸡蛋清（煮）,60,1个蛋清（35g）≈ 21 kcal,1.0,即食,0,0,0
247,肉蛋奶类,蛋制品,鸡蛋黄（煮）,328,1个蛋黄（15g）≈ 49 kcal,1.0,即食,0,0,0
248,肉蛋奶类,蛋制品,煎鸡蛋,220,1个（50g）≈ 110 kcal,1.0,油煎后,0,0,0
249,肉蛋奶类,蛋制品,茶叶蛋/卤蛋,148,1个（50g）≈ 74 kcal,1.0,卤制,0,0,0
250,肉蛋奶类,蛋制品,咸鸭蛋,190,1个（60g）≈ 114 kcal,0.9,带壳，即食,0,0,0
251,肉蛋奶类,蛋制品,松花蛋/皮蛋,171,1个（60g）≈ 103 kcal,0.9,带壳，即食,0,0,0
252,肉蛋奶类,蛋制品,鹌鹑蛋（煮）,160,10个（100g）≈ 160 kcal,0.85,带壳，即食,0,0,0
253,肉蛋奶类,奶及奶制品,全脂牛奶,65,1盒（250ml）≈ 163 kcal,1.0,即饮,0,0,0
254,肉蛋奶类,奶及奶制品,低脂牛奶,48,1盒（250ml）≈ 120 kcal,1.0,即饮,0,0,0
255,肉蛋奶类,奶及奶制品,脱脂牛奶,33,1盒（250ml）≈ 83 kcal,1.0,即饮,0,0,0
256,肉蛋奶类,奶及奶制品,无糖全脂酸奶,72,1杯（150g）≈ 108 kcal,1.0,即食,0,0,0
257,肉蛋奶类,奶及奶制品,无糖脱脂酸奶,40,1杯（150g）≈ 60 kcal,1.0,即食,0,0,0
258,肉蛋奶类,奶及奶制品,原味风味酸奶,105,1杯（150g）≈ 158 kcal,1.0,含糖酸奶,0,0,0
259,肉蛋奶类,奶及奶制品,无糖希腊酸奶,97,1盒（150g）≈ 146 kcal,1.0,高蛋白,0,0,0
260,肉蛋奶类,奶及奶制品,切达奶酪,403,1片（20g）≈ 81 kcal,1.0,即食,0,0,0
261,肉蛋奶类,奶及奶制品,马苏里拉奶酪,300,1勺（20g）≈ 60 kcal,1.0,即食,0,0,0
262,肉蛋奶类,奶及奶制品,奶油奶酪,349,1勺（20g）≈ 70 kcal,1.0,即食,0,0,0
263,肉蛋奶类,奶及奶制品,芝士片,300,1片（20g）≈ 60 kcal,1.0,即食,0,0,0
264,肉蛋奶类,奶及奶制品,全脂奶粉,478,1勺（30g）≈ 143 kcal,1.0,冲调饮用,0,0,0
265,肉蛋奶类,奶及奶制品,淡奶油,345,1勺（20g）≈ 69 kcal,1.0,烘焙/冲调,0,0,0
266,肉蛋奶类,奶及奶制品,无盐黄油,717,1勺（10g）≈ 72 kcal,1.0,烹饪用,0,0,0
267,零食饮料类,膨化零食,原味薯片,547,1小包（50g）≈ 274 kcal,1.0,即食,0,0,0
268,零食饮料类,膨化零食,番茄味薯片,530,1小包（50g）≈ 265 kcal,1.0,即食,0,0,0
269,零食饮料类,膨化零食,虾条,510,1小包（40g）≈ 204 kcal,1.0,即食,0,0,0
270,零食饮料类,膨化零食,玉米片,480,1份（50g）≈ 240 kcal,1.0,即食,0,0,0
271,零食饮料类,膨化零食,影院爆米花,500,1小桶（100g）≈ 500 kcal,1.0,即食,0,0,0
272,零食饮料类,膨化零食,锅巴,425,1袋（100g）≈ 425 kcal,1.0,即食,0,0,0
273,零食饮料类,膨化零食,山药脆片,480,1袋（50g）≈ 240 kcal,1.0,即食,0,0,0
274,零食饮料类,膨化零食,综合蔬菜脆,475,1袋（50g）≈ 238 kcal,1.0,即食,0,0,0
275,零食饮料类,膨化零食,脆冬枣,450,1袋（50g）≈ 225 kcal,1.0,即食,0,0,0
276,零食饮料类,膨化零食,仙贝,465,1袋（50g）≈ 233 kcal,1.0,即食,0,0,0
277,零食饮料类,膨化零食,雪饼,435,1袋（50g）≈ 218 kcal,1.0,即食,0,0,0
278,零食饮料类,饼干糕点,苏打饼干,408,1片（7g）≈ 29 kcal,1.0,即食,0,0,0
279,零食饮料类,饼干糕点,夹心饼干,490,1片（10g）≈ 49 kcal,1.0,即食,0,0,0
280,零食饮料类,饼干糕点,曲奇饼干,489,1块（10g）≈ 49 kcal,1.0,即食,0,0,0
281,零食饮料类,饼干糕点,威化饼干,475,1条（20g）≈ 95 kcal,1.0,即食,0,0,0
282,零食饮料类,饼干糕点,消化饼干,480,1片（10g）≈ 48 kcal,1.0,即食,0,0,0
283,零食饮料类,饼干糕点,桃酥,481,1块（20g）≈ 96 kcal,1.0,即食,0,0,0
284,零食饮料类,饼干糕点,奶油蛋糕,370,1块（100g）≈ 370 kcal,1.0,即食,0,0,0
285,零食饮料类,饼干糕点,戚风蛋糕,270,1块（100g）≈ 270 kcal,1.0,即食,0,0,0
286,零食饮料类,饼干糕点,牛角包/可颂,400,1个（80g）≈ 320 kcal,1.0,即食,0,0,0
287,零食饮料类,饼干糕点,甜甜圈,425,1个（60g）≈ 255 kcal,1.0,即食,0,0,0
288,零食饮料类,饼干糕点,泡芙,340,1个（30g）≈ 102 kcal,1.0,奶油馅,0,0,0
289,零食饮料类,饼干糕点,蛋黄酥,386,1个（35g）≈ 135 kcal,1.0,即食,0,0,0
290,零食饮料类,饼干糕点,凤梨酥,420,1块（25g）≈ 105 kcal,1.0,即食,0,0,0
291,零食饮料类,饼干糕点,沙琪玛,400,1块（50g）≈ 200 kcal,1.0,即食,0,0,0
292,零食饮料类,饼干糕点,提拉米苏,300,1块（100g）≈ 300 kcal,1.0,即食,0,0,0
293,零食饮料类,饼干糕点,芝士蛋糕,340,1块（100g）≈ 340 kcal,1.0,即食,0,0,0
294,零食饮料类,饼干糕点,司康,340,1个（50g）≈ 170 kcal,1.0,即食,0,0,0
295,零食饮料类,糖果巧克力,牛奶巧克力,535,1小块（10g）≈ 54 kcal,1.0,即食,0,0,0
296,零食饮料类,糖果巧克力,70%黑巧克力,546,1小块（10g）≈ 55 kcal,1.0,即食,0,0,0
297,零食饮料类,糖果巧克力,白巧克力,539,1小块（10g）≈ 54 kcal,1.0,即食,0,0,0
298,零食饮料类,糖果巧克力,硬糖,405,1颗（5g）≈ 20 kcal,1.0,即食,0,0,0
299,零食饮料类,糖果巧克力,软糖,340,1颗（10g）≈ 34 kcal,1.0,即食,0,0,0
300,零食饮料类,糖果巧克力,奶糖,430,1颗（5g）≈ 22 kcal,1.0,即食,0,0,0
301,零食饮料类,糖果巧克力,牛轧糖,450,1颗（10g）≈ 45 kcal,1.0,即食,0,0,0
302,零食饮料类,糖果巧克力,棉花糖,321,1颗（10g）≈ 32 kcal,1.0,即食,0,0,0
303,零食饮料类,卤味肉干,泡椒凤爪,100,1袋（100g）≈ 100 kcal,1.0,即食,0,0,0
304,零食饮料类,卤味肉干,卤鸭脖,225,1根（100g）≈ 225 kcal,0.6,带骨，即食,0,0,0
305,零食饮料类,卤味肉干,卤鸭掌,180,1个（30g）≈ 54 kcal,1.0,即食,0,0,0
306,零食饮料类,卤味肉干,卤藕片,120,1袋（100g）≈ 120 kcal,1.0,即食,0,0,0
307,零食饮料类,卤味肉干,海带结,60,1袋（100g）≈ 60 kcal,1.0,即食,0,0,0
308,零食饮料类,卤味肉干,魔芋爽/素毛肚,25,1袋（20g）≈ 5 kcal,1.0,即食,0,0,0
309,零食饮料类,卤味肉干,辣条/大辣片,400,1袋（100g）≈ 400 kcal,1.0,即食,0,0,0
310,零食饮料类,果冻冰品,果冻,85,1个（100g）≈ 85 kcal,1.0,即食,0,0,0
311,零食饮料类,果冻冰品,布丁,105,1个（100g）≈ 105 kcal,1.0,即食,0,0,0
312,零食饮料类,果冻冰品,奶油冰淇淋,195,1个（100g）≈ 195 kcal,1.0,即食,0,0,0
313,零食饮料类,果冻冰品,巧克力冰淇淋,216,1个（100g）≈ 216 kcal,1.0,即食,0,0,0
314,零食饮料类,果冻冰品,雪糕,150,1根（80g）≈ 120 kcal,1.0,即食,0,0,0
315,零食饮料类,果冻冰品,冰棍/冰棒,60,1根（80g）≈ 48 kcal,1.0,即食,0,0,0
316,零食饮料类,瓶装饮料,可乐/雪碧,43,500ml瓶≈215 kcal,1.0,含糖碳酸饮料,0,0,0
317,零食饮料类,瓶装饮料,芬达/美年达,45,500ml瓶≈225 kcal,1.0,含糖碳酸饮料,0,0,0
318,零食饮料类,瓶装饮料,无糖可乐/雪碧,2,500ml瓶≈10 kcal,1.0,零卡代糖,0,0,0
319,零食饮料类,瓶装饮料,无糖气泡水,0,500ml瓶≈0 kcal,1.0,零卡,0,0,0
320,零食饮料类,瓶装饮料,冰红茶/绿茶,37,500ml瓶≈185 kcal,1.0,含糖茶饮,0,0,0
321,零食饮料类,瓶装饮料,无糖乌龙茶,0,500ml瓶≈0 kcal,1.0,零卡纯茶,0,0,0
322,零食饮料类,瓶装饮料,果粒橙,42,500ml瓶≈210 kcal,1.0,含糖果汁,0,0,0
323,零食饮料类,瓶装饮料,旺仔牛奶,78,250ml罐≈195 kcal,1.0,复原乳,0,0,0
324,零食饮料类,瓶装饮料,乳酸菌饮料,40,350ml瓶≈140 kcal,1.0,含糖乳饮,0,0,0
325,零食饮料类,瓶装饮料,椰树椰汁,50,250ml盒≈125 kcal,1.0,植物蛋白饮,0,0,0
326,零食饮料类,瓶装饮料,红牛,55,250ml罐≈138 kcal,1.0,功能饮料,0,0,0
327,零食饮料类,瓶装饮料,脉动,25,600ml瓶≈150 kcal,1.0,维生素饮料,0,0,0
328,零食饮料类,瓶装饮料,无糖电解质水,3,500ml瓶≈15 kcal,1.0,低卡,0,0,0
329,零食饮料类,瓶装饮料,NFC鲜榨橙汁,45,300ml瓶≈135 kcal,1.0,无添加糖,0,0,0
330,零食饮料类,冲调饮品,三合一速溶咖啡,450,1条（15g）≈ 68 kcal,1.0,冲调后,0,0,0
331,零食饮料类,冲调饮品,黑咖啡粉,250,1杯（2g粉）≈ 5 kcal,1.0,冲调后,0,0,0
332,零食饮料类,冲调饮品,奶茶粉,435,1条（20g）≈ 87 kcal,1.0,冲调后,0,0,0
333,零食饮料类,冲调饮品,纯藕粉,345,1碗（20g粉）≈ 69 kcal,1.0,冲调后,0,0,0
334,零食饮料类,冲调饮品,黑芝麻糊,400,1袋（40g）≈ 160 kcal,1.0,冲调后,0,0,0
335,零食饮料类,冲调饮品,豆奶粉,400,1袋（30g）≈ 120 kcal,1.0,冲调后,0,0,0
336,零食饮料类,冲调饮品,蜂蜜柚子茶酱,250,1勺（20g）≈ 50 kcal,1.0,冲调饮用,0,0,0
337,零食饮料类,连锁饮品,蜜雪冰城柠檬水（无糖）,70,中杯≈70 kcal,1.0,无糖,0,0,0
338,零食饮料类,连锁饮品,珍珠奶茶（全糖中杯）,350,中杯≈350 kcal,1.0,全糖常规,0,0,0
339,零食饮料类,连锁饮品,喜茶多肉葡萄（去糖去芝士）,130,中杯≈130 kcal,1.0,无糖,0,0,0
340,零食饮料类,连锁饮品,芝芝莓莓（全糖中杯）,280,中杯≈280 kcal,1.0,含芝士奶盖,0,0,0
341,零食饮料类,连锁饮品,茶百道西瓜啵啵（无糖）,89,中杯≈89 kcal,1.0,无糖,0,0,0
342,零食饮料类,连锁饮品,芋泥啵啵奶绿（全糖）,350,中杯≈350 kcal,1.0,全糖,0,0,0
343,零食饮料类,连锁饮品,霸王茶姬伯牙绝弦（微糖）,170,中杯≈170 kcal,1.0,微糖,0,0,0
344,零食饮料类,连锁饮品,瑞幸生椰拿铁（无糖大杯）,179,大杯≈179 kcal,1.0,无糖,0,0,0
345,零食饮料类,连锁饮品,瑞幸橙C美式（无糖大杯）,122,大杯≈122 kcal,1.0,无糖,0,0,0
346,零食饮料类,连锁饮品,瑞幸美式咖啡（大杯）,15,大杯≈15 kcal,1.0,纯咖啡,0,0,0
347,零食饮料类,连锁饮品,星巴克拿铁（全脂奶大杯）,190,大杯≈190 kcal,1.0,无糖,0,0,0
348,零食饮料类,连锁饮品,星巴克焦糖玛奇朵（全糖大杯）,280,大杯≈280 kcal,1.0,全糖,0,0,0
349,零食饮料类,酒类,52度白酒,350,1两（50ml）≈175 kcal,1.0,酒精热量,0,0,0
350,零食饮料类,酒类,38度白酒,280,1两（50ml）≈140 kcal,1.0,酒精热量,0,0,0
351,零食饮料类,酒类,普通啤酒,36,500ml瓶≈180 kcal,1.0,3.5度,0,0,0
352,零食饮料类,酒类,精酿啤酒,50,500ml瓶≈250 kcal,1.0,5度以上,0,0,0
353,零食饮料类,酒类,干红葡萄酒,75,1杯（150ml）≈113 kcal,1.0,干型无糖,0,0,0
354,零食饮料类,酒类,甜白葡萄酒,135,1杯（150ml）≈203 kcal,1.0,甜型含糖,0,0,0
355,零食饮料类,酒类,黄酒（12度）,70,1两（50ml）≈35 kcal,1.0,半干型,0,0,0
356,零食饮料类,酒类,预调鸡尾酒,60,330ml罐≈198 kcal,1.0,含糖,0,0,0
357,中西菜肴类,中式家常菜,番茄炒蛋,125,1份（100g）≈125 kcal,1.0,家常油量,0,0,0
358,中西菜肴类,中式家常菜,韭菜炒蛋,155,1份（100g）≈155 kcal,1.0,家常油量,0,0,0
359,中西菜肴类,中式家常菜,青椒肉丝,155,1份（100g）≈155 kcal,1.0,家常油量,0,0,0
360,中西菜肴类,中式家常菜,蒜苔炒肉,165,1份（100g）≈165 kcal,1.0,家常油量,0,0,0
361,中西菜肴类,中式家常菜,宫保鸡丁,170,1份（100g）≈170 kcal,1.0,含花生酱汁,0,0,0
362,中西菜肴类,中式家常菜,鱼香肉丝,165,1份（100g）≈165 kcal,1.0,重油重糖,0,0,0
363,中西菜肴类,中式家常菜,地三鲜,200,1份（100g）≈200 kcal,1.0,过油炒制,0,0,0
364,中西菜肴类,中式家常菜,油焖茄子,200,1份（100g）≈200 kcal,1.0,吸油量大,0,0,0
365,中西菜肴类,中式家常菜,手撕包菜,135,1份（100g）≈135 kcal,1.0,家常炒制,0,0,0
366,中西菜肴类,中式家常菜,酸辣土豆丝,135,1份（100g）≈135 kcal,1.0,家常炒制,0,0,0
367,中西菜肴类,中式家常菜,蒜蓉西兰花,115,1份（100g）≈115 kcal,1.0,少油炒制,0,0,0
368,中西菜肴类,中式家常菜,红烧肉,475,1份（100g）≈475 kcal,1.0,重油重糖,0,0,0
369,中西菜肴类,中式家常菜,红烧排骨,405,1份（100g）≈405 kcal,0.6,带骨,0,0,0
370,中西菜肴类,中式家常菜,土豆炖牛肉,165,1份（100g）≈165 kcal,1.0,炖制,0,0,0
371,中西菜肴类,中式家常菜,小鸡炖蘑菇,200,1份（100g）≈200 kcal,1.0,炖制,0,0,0
372,中西菜肴类,中式家常菜,可乐鸡翅,240,1份（100g）≈240 kcal,1.0,含糖烧制,0,0,0
373,中西菜肴类,中式家常菜,黄焖鸡,225,1份（100g）≈225 kcal,1.0,带汤汁,0,0,0
374,中西菜肴类,中式家常菜,酸菜鱼,140,1份（100g）≈140 kcal,1.0,带汤,0,0,0
375,中西菜肴类,中式家常菜,水煮牛肉,205,1份（100g）≈205 kcal,1.0,含红油,0,0,0
376,中西菜肴类,中式家常菜,毛血旺,230,1份（100g）≈230 kcal,1.0,重油重辣,0,0,0
377,中西菜肴类,中式家常菜,麻辣香锅,300,1份（100g）≈300 kcal,1.0,荤素混合平均,0,0,0
378,中西菜肴类,中式家常菜,糖醋排骨,405,1份（100g）≈405 kcal,0.6,带骨，糖+油,0,0,0
379,中西菜肴类,中式家常菜,辣子鸡,300,1份（100g）≈300 kcal,1.0,油炸炒制,0,0,0
380,中西菜肴类,中式家常菜,回锅肉,375,1份（100g）≈375 kcal,1.0,高脂,0,0,0
381,中西菜肴类,中式家常菜,麻婆豆腐,170,1份（100g）≈170 kcal,1.0,含肉末红油,0,0,0
382,中西菜肴类,中式家常菜,凉拌黄瓜,45,1份（100g）≈45 kcal,1.0,加调料,0,0,0
383,中西菜肴类,中式家常菜,凉拌木耳,60,1份（100g）≈60 kcal,1.0,加调料,0,0,0
384,中西菜肴类,中式家常菜,皮蛋豆腐,90,1份（100g）≈90 kcal,1.0,凉拌,0,0,0
385,中西菜肴类,中式家常菜,夫妻肺片,225,1份（100g）≈225 kcal,1.0,含红油,0,0,0
386,中西菜肴类,中式家常菜,口水鸡,200,1份（100g）≈200 kcal,1.0,含红油,0,0,0
387,中西菜肴类,中式家常菜,麻酱拉皮,165,1份（100g）≈165 kcal,1.0,含麻酱,0,0,0
388,中西菜肴类,中式家常菜,蛋炒饭,185,1份（100g）≈185 kcal,1.0,家常炒制,0,0,0
389,中西菜肴类,中式家常菜,扬州炒饭,195,1份（100g）≈195 kcal,1.0,多配料,0,0,0
390,中西菜肴类,中式家常菜,炒面,175,1份（100g）≈175 kcal,1.0,家常炒制,0,0,0
391,中西菜肴类,中式家常菜,炒河粉,165,1份（100g）≈165 kcal,1.0,家常炒制,0,0,0
392,中西菜肴类,中式家常菜,卤肉饭,220,1份（100g）≈220 kcal,1.0,带肉汁,0,0,0
393,中西菜肴类,地方小吃,煎饼果子,375,1套≈375 kcal,1.0,基础款鸡蛋薄脆,0,0,0
394,中西菜肴类,地方小吃,腊汁肉夹馍,500,1个≈500 kcal,1.0,白吉馍+五花肉,0,0,0
395,中西菜肴类,地方小吃,陕西凉皮（带调料）,135,1碗（300g）≈405 kcal,1.0,含麻酱调料,0,0,0
396,中西菜肴类,地方小吃,烤冷面,300,1份≈300 kcal,1.0,基础款鸡蛋肠,0,0,0
397,中西菜肴类,地方小吃,鸡蛋灌饼,325,1个≈325 kcal,1.0,基础款,0,0,0
398,中西菜肴类,地方小吃,生煎包,285,1两（4个）≈228 kcal,1.0,猪肉馅,0,0,0
399,中西菜肴类,地方小吃,驴肉火烧,375,1个≈375 kcal,1.0,驴肉焖子,0,0,0
400,中西菜肴类,地方小吃,烤羊肉串（肥瘦）,225,10串≈225 kcal,1.0,烧烤制,0,0,0
401,中西菜肴类,地方小吃,麻辣小龙虾（十三香）,140,1斤（500g）≈700 kcal,0.3,带壳，可食部,0,0,0
402,中西菜肴类,地方小吃,关东煮萝卜,30,1串≈30 kcal,1.0,清汤煮,0,0,0
403,中西菜肴类,地方小吃,关东煮鱼丸,120,1串≈120 kcal,1.0,清汤煮,0,0,0
404,中西菜肴类,地方小吃,钵钵鸡,175,10串≈175 kcal,1.0,红油浸泡,0,0,0
405,中西菜肴类,地方小吃,广式虾饺,190,1个（20g）≈38 kcal,1.0,蒸制,0,0,0
406,中西菜肴类,地方小吃,广式干蒸烧卖,215,1个（20g）≈43 kcal,1.0,蒸制,0,0,0
407,中西菜肴类,地方小吃,豉汁凤爪,220,1份（100g）≈220 kcal,1.0,蒸制,0,0,0
408,中西菜肴类,地方小吃,流沙包,300,1个（50g）≈150 kcal,1.0,咸蛋黄馅,0,0,0
409,中西菜肴类,地方小吃,皮蛋瘦肉粥,60,1碗（300g）≈180 kcal,1.0,粥品,0,0,0
410,中西菜肴类,西式快餐,香辣鸡腿堡,396,1个≈396 kcal,1.0,单堡,0,0,0
411,中西菜肴类,西式快餐,奥尔良烤鸡腿堡,350,1个≈350 kcal,1.0,单堡,0,0,0
412,中西菜肴类,西式快餐,麦香鱼,342,1个≈342 kcal,1.0,单堡,0,0,0
413,中西菜肴类,西式快餐,皇堡,600,1个≈600 kcal,1.0,单堡,0,0,0
414,中西菜肴类,西式快餐,6寸香烤牛肉三明治,353,1份≈353 kcal,1.0,不加酱,0,0,0
415,中西菜肴类,西式快餐,中份薯条,320,1份≈320 kcal,1.0,约110g,0,0,0
416,中西菜肴类,西式快餐,上校鸡块（5块）,280,1份≈280 kcal,1.0,5块装,0,0,0
417,中西菜肴类,西式快餐,奥尔良烤翅（1对）,150,1对≈150 kcal,1.0,2只,0,0,0
418,中西菜肴类,西式快餐,葡式蛋挞,180,1个≈180 kcal,1.0,约50g,0,0,0
419,中西菜肴类,西餐正餐,意大利肉酱面,175,1份（300g）≈525 kcal,1.0,常规分量,0,0,0
420,中西菜肴类,西餐正餐,奶油培根意面,220,1份（300g）≈660 kcal,1.0,奶油酱汁,0,0,0
421,中西菜肴类,西餐正餐,夏威夷披萨,245,1片（100g）≈245 kcal,1.0,薄底,0,0,0
422,中西菜肴类,西餐正餐,西冷牛排（150g）,300,1份≈300 kcal,1.0,纯肉无酱汁,0,0,0
423,中西菜肴类,西餐正餐,鸡肉焗饭,200,1份（300g）≈600 kcal,1.0,芝士焗制,0,0,0
424,中西菜肴类,西餐正餐,凯撒沙拉（加酱）,200,1份（200g）≈400 kcal,1.0,含凯撒酱,0,0,0
425,中西菜肴类,西餐正餐,油醋汁蔬菜沙拉,90,1份（200g）≈180 kcal,1.0,低卡酱汁,0,0,0
426,中西菜肴类,西餐正餐,奶油蘑菇汤,135,1份（200g）≈270 kcal,1.0,奶油浓汤,0,0,0
427,中西菜肴类,西餐正餐,南瓜浓汤,90,1份（200g）≈180 kcal,1.0,低脂,0,0,0
428,中西菜肴类,便利店便当,照烧鸡排饭,790,1盒≈790 kcal,1.0,全家/711常规款,0,0,0
429,中西菜肴类,便利店便当,芝士猪排双拼饭,810,1盒≈810 kcal,1.0,便利店款,0,0,0
430,中西菜肴类,便利店便当,肥牛饭,750,1盒≈750 kcal,1.0,便利店款,0,0,0
431,中西菜肴类,便利店便当,咖喱猪排饭,830,1盒≈830 kcal,1.0,便利店款,0,0,0
432,中西菜肴类,便利店便当,奥尔良鸡腿饭,760,1盒≈760 kcal,1.0,便利店款,0,0,0
433,中西菜肴类,预制菜,预制酸菜鱼,135,1份（100g）≈135 kcal,1.0,加热即食,0,0,0
434,中西菜肴类,预制菜,预制黄焖鸡,200,1份（100g）≈200 kcal,1.0,加热即食,0,0,0
435,中西菜肴类,预制菜,预制宫保鸡丁,175,1份（100g）≈175 kcal,1.0,加热即食,0,0,0
436,中西菜肴类,预制菜,预制红烧肉,375,1份（100g）≈375 kcal,1.0,加热即食,0,0,0
437,中西菜肴类,轻食沙拉,鸡胸肉轻食餐,325,1份≈325 kcal,1.0,减脂餐标准份,0,0,0
438,中西菜肴类,轻食沙拉,牛肉轻食沙拉,375,1份≈375 kcal,1.0,减脂餐标准份,0,0,0
439,中西菜肴类,轻食沙拉,金枪鱼三明治,365,1份≈365 kcal,1.0,全麦面包,0,0,0
440,调味油脂类,食用油脂,大豆油/菜籽油,899,1勺（10g）≈90 kcal,1.0,纯植物油,0,0,0
441,调味油脂类,食用油脂,橄榄油,899,1勺（10g）≈90 kcal,1.0,特级初榨,0,0,0
442,调味油脂类,食用油脂,猪油,827,1勺（10g）≈83 kcal,1.0,动物油,0,0,0
443,调味油脂类,食用油脂,黄油,717,1勺（10g）≈72 kcal,1.0,动物黄油,0,0,0
444,调味油脂类,食用油脂,香油/芝麻油,898,1勺（10g）≈90 kcal,1.0,调味油,0,0,0
445,调味油脂类,食用油脂,辣椒油,890,1勺（10g）≈89 kcal,1.0,油辣椒,0,0,0
446,调味油脂类,调味酱料,蛋黄酱/沙拉酱,680,1勺（20g）≈136 kcal,1.0,原味,0,0,0
447,调味油脂类,调味酱料,千岛酱,475,1勺（20g）≈95 kcal,1.0,调味酱,0,0,0
448,调味油脂类,调味酱料,番茄酱,81,1勺（20g）≈16 kcal,1.0,调味酱,0,0,0
449,调味油脂类,调味酱料,甜面酱,140,1勺（20g）≈28 kcal,1.0,调味酱,0,0,0
450,调味油脂类,调味酱料,豆瓣酱,178,1勺（20g）≈36 kcal,1.0,调味酱,0,0,0
451,调味油脂类,调味酱料,老干妈油辣椒,550,1勺（20g）≈110 kcal,1.0,含油辣椒,0,0,0
452,调味油脂类,调味酱料,蚝油,65,1勺（10g）≈7 kcal,1.0,调味酱,0,0,0
453,调味油脂类,调味酱料,生抽酱油,25,1勺（10g）≈3 kcal,1.0,调味,0,0,0
454,调味油脂类,调味酱料,陈醋/米醋,30,1勺（10g）≈3 kcal,1.0,调味,0,0,0
455,调味油脂类,调味酱料,韩式辣酱,190,1勺（20g）≈38 kcal,1.0,调味酱,0,0,0
456,调味油脂类,调味酱料,黑胡椒酱,100,1勺（20g）≈20 kcal,1.0,调味酱,0,0,0
457,调味油脂类,调味酱料,沙茶酱,225,1勺（20g）≈45 kcal,1.0,调味酱,0,0,0
458,调味油脂类,糖类甜味剂,白砂糖/冰糖,400,1勺（10g）≈40 kcal,1.0,精制糖,0,0,0
459,调味油脂类,糖类甜味剂,红糖,389,1勺（10g）≈39 kcal,1.0,蔗糖,0,0,0
460,调味油脂类,糖类甜味剂,蜂蜜,321,1勺（10g）≈32 kcal,1.0,天然糖,0,0,0
461,调味油脂类,糖类甜味剂,赤藓糖醇/甜菊糖,0,1勺（10g）≈0 kcal,1.0,零卡代糖,0,0,0
462,代餐特殊食品,蛋白棒,,375,1根≈150 kcal,1.0,即食,0,0,0
463,代餐特殊食品,代餐奶昔粉,,375,1份（30g）≈113 kcal,1.0,冲调,0,0,0
464,代餐特殊食品,即食鸡胸肉,,135,1袋（100g）≈135 kcal,1.0,即食,0,0,0
465,代餐特殊食品,鸡胸肉肠,,115,1根（30g）≈35 kcal,1.0,即食,0,0,0
466,代餐特殊食品,乳清蛋白粉,,385,1勺（30g）≈116 kcal,1.0,冲调,0,0,0
467,代餐特殊食品,压缩饼干,,475,1块（100g）≈475 kcal,1.0,即食,0,0,0
468,零食饮料类,低卡零食,魔芋蛋糕,100,1块（50g）≈50 kcal,1.0,低卡烘焙,0,0,0
469,零食饮料类,低卡零食,鸡胸肉薯片,375,1袋（30g）≈113 kcal,1.0,蛋白零食,0,0,0
470,零食饮料类,低卡零食,全麦脆,365,1份（30g）≈110 kcal,1.0,谷物零食,0,0,0
471,零食饮料类,低卡零食,烤海苔脆,425,1袋（2g）≈9 kcal,1.0,即食,0,0,0
472,蔬菜水果类,熟制蔬菜,清煮孢子甘蓝,36,1份（100g）≈36 kcal,1.0,清水煮,0,0,0
473,蔬菜水果类,熟制蔬菜,清煮芝麻菜,25,1份（100g）≈25 kcal,1.0,清水焯烫,0,0,0
474,蔬菜水果类,熟制蔬菜,清蒸芦笋,22,1份（100g）≈22 kcal,1.0,无油清蒸,0,0,0
475,蔬菜水果类,熟制蔬菜,清煮荠菜,27,1份（100g）≈27 kcal,1.0,清水煮,0,0,0
476,蔬菜水果类,熟制蔬菜,清煮香椿,47,1份（100g）≈47 kcal,1.0,清水焯烫,0,0,0
477,肉蛋奶类,熟制畜禽肉,卤鸭肠,129,1份（100g）≈129 kcal,1.0,卤制,0,0,0
