food_id,category,sub_category,food_name,calories_per_100g,protein_per_100g,fat_per_100g,carbs_per_100g,common_unit,edible_rate,remark
214,肉蛋奶类,熟制畜禽肉,卤猪蹄,260,23.0,18.0,1.0,1块（100g）≈ 260 kcal,1.0,卤制即食
215,肉蛋奶类,熟制畜禽肉,白切鸡,185,24.0,9.5,0.5,1份（100g）≈ 185 kcal,1.0,清蒸蘸料
216,肉蛋奶类,熟制畜禽肉,蜜汁叉烧,300,23.8,19.2,7.9,1份（100g）≈ 300 kcal,1.0,广式叉烧
217,肉蛋奶类,熟制畜禽肉,广式烧鹅,375,19.0,32.0,1.5,1份（100g）≈ 375 kcal,0.6,带骨，烤制
218,肉蛋奶类,加工肉制品,培根,181,22.3,9.0,1.3,1片（20g）≈ 36 kcal,1.0,即食/煎制
219,肉蛋奶类,加工肉制品,火腿肠,212,14.0,10.4,15.6,1根（50g）≈ 106 kcal,1.0,即食
220,肉蛋奶类,加工肉制品,火山石烤肠,280,18.0,22.0,4.0,1根（60g）≈ 168 kcal,1.0,煎制即食
221,肉蛋奶类,加工肉制品,广式腊肠,584,22.0,48.0,15.0,1根（20g）≈ 117 kcal,1.0,蒸制即食
222,肉蛋奶类,加工肉制品,腊肉,498,11.8,48.8,1.8,1片（20g）≈ 100 kcal,1.0,蒸制即食
223,肉蛋奶类,加工肉制品,午餐肉,300,12.0,25.0,8.0,1片（30g）≈ 90 kcal,1.0,即食/煎制
224,肉蛋奶类,加工肉制品,猪肉脯,400,25.0,22.0,27.0,1袋（50g）≈ 200 kcal,1.0,即食
225,肉蛋奶类,加工肉制品,风干牛肉干,550,45.0,40.0,1.5,1袋（50g）≈ 275 kcal,1.0,即食
226,肉蛋奶类,加工肉制品,哈尔滨红肠,300,14.0,25.0,6.0,1根（100g）≈ 300 kcal,1.0,即食
227,肉蛋奶类,加工肉制品,虎皮凤爪,250,18.0,18.0,4.5,1个（30g）≈ 75 kcal,1.0,卤制油炸
228,肉蛋奶类,加工肉制品,无骨酸辣凤爪,140,20.0,5.0,2.5,1盒（100g）≈ 140 kcal,1.0,即食
229,肉蛋奶类,熟制水产,清蒸龙利鱼,85,18.5,1.5,0,1块（100g）≈ 85 kcal,1.0,无油清蒸
230,肉蛋奶类,熟制水产,清蒸三文鱼,142,20.0,6.5,0,1块（100g）≈ 142 kcal,1.0,无油清蒸
231,肉蛋奶类,熟制水产,清煮鳕鱼,88,20.4,0.5,0,1块（100g）≈ 88 kcal,1.0,清水煮
232,肉蛋奶类,熟制水产,清煮虾,95,20.5,1.0,0.5,10只（100g）≈ 95 kcal,0.45,带壳，可食部虾仁
233,肉蛋奶类,熟制水产,清蒸螃蟹,103,18.9,2.6,1.0,1只（200g）≈ 206 kcal,0.3,带壳，可食部蟹肉
234,肉蛋奶类,熟制水产,清煮扇贝,60,11.1,0.6,2.6,10个（100g）≈ 60 kcal,0.3,带壳，可食部贝肉
235,肉蛋奶类,熟制水产,清煮鱿鱼,84,17.0,1.4,0.5,1份（100g）≈ 84 kcal,1.0,清水煮
236,肉蛋奶类,熟制水产,清蒸带鱼,127,21.0,4.5,0,1段（100g）≈ 127 kcal,1.0,清蒸
237,肉蛋奶类,熟制水产,清煮花甲,62,10.1,0.5,3.5,1份（100g）≈ 62 kcal,0.2,带壳，可食部
238,肉蛋奶类,熟制水产,清煮海参,78,16.5,0.2,2.5,1根（50g）≈ 39 kcal,1.0,泡发后煮制
239,肉蛋奶类,熟制水产,水浸金枪鱼罐头,116,26.0,1.2,0,1罐（100g）≈ 116 kcal,1.0,即食
240,肉蛋奶类,熟制水产,鱼丸,107,11.0,4.5,6.5,10个（100g）≈ 107 kcal,1.0,煮后
241,肉蛋奶类,熟制水产,虾丸,110,11.5,4.5,5.5,10个（100g）≈ 110 kcal,1.0,煮后
242,肉蛋奶类,熟制水产,蟹棒,95,8.0,0.5,15.0,1根（20g）≈ 19 kcal,1.0,即食/煮后
243,肉蛋奶类,熟制水产,鱿鱼丝,313,40.0,5.0,26.0,1袋（50g）≈ 157 kcal,1.0,即食
244,肉蛋奶类,熟制水产,烤鱼片,305,42.0,4.5,23.0,1袋（50g）≈ 153 kcal,1.0,即食
245,肉蛋奶类,蛋制品,水煮鸡蛋,143,13.3,8.8,2.8,1个（50g）≈ 72 kcal,1.0,带壳可食部
246,肉蛋奶类,蛋制品,鸡蛋清（煮）,60,11.6,0.1,3.1,1个蛋清（35g）≈ 21 kcal,1.0,即食
247,肉蛋奶类,蛋制品,鸡蛋黄（煮）,328,15.2,28.2,3.4,1个蛋黄（15g）≈ 49 kcal,1.0,即食
248,肉蛋奶类,蛋制品,煎鸡蛋,220,13.0,17.5,1.5,1个（50g）≈ 110 kcal,1.0,油煎后
249,肉蛋奶类,蛋制品,茶叶蛋/卤蛋,148,13.0,10.0,1.5,1个（50g）≈ 74 kcal,1.0,卤制
250,肉蛋奶类,蛋制品,咸鸭蛋,190,12.7,12.7,6.3,1个（60g）≈ 114 kcal,0.9,带壳，即食
251,肉蛋奶类,蛋制品,松花蛋/皮蛋,171,14.2,10.7,4.5,1个（60g）≈ 103 kcal,0.9,带壳，即食
252,肉蛋奶类,蛋制品,鹌鹑蛋（煮）,160,12.8,11.1,2.1,10个（100g）≈ 160 kcal,0.85,带壳，即食
253,肉蛋奶类,奶及奶制品,全脂牛奶,65,3.2,3.5,4.8,1盒（250ml）≈ 163 kcal,1.0,即饮
254,肉蛋奶类,奶及奶制品,低脂牛奶,48,3.2,1.5,4.8,1盒（250ml）≈ 120 kcal,1.0,即饮
255,肉蛋奶类,奶及奶制品,脱脂牛奶,33,3.2,0.2,4.8,1盒（250ml）≈ 83 kcal,1.0,即饮
256,肉蛋奶类,奶及奶制品,无糖全脂酸奶,72,3.8,4.0,5.0,1杯（150g）≈ 108 kcal,1.0,即食
257,肉蛋奶类,奶及奶制品,无糖脱脂酸奶,40,4.0,0.5,5.0,1杯（150g）≈ 60 kcal,1.0,即食
258,肉蛋奶类,奶及奶制品,原味风味酸奶,105,3.1,2.7,17.0,1杯（150g）≈ 158 kcal,1.0,含糖酸奶
259,肉蛋奶类,奶及奶制品,无糖希腊酸奶,97,10.5,5.0,3.5,1盒（150g）≈ 146 kcal,1.0,高蛋白
260,肉蛋奶类,奶及奶制品,切达奶酪,403,25.0,33.0,1.0,1片（20g）≈ 81 kcal,1.0,即食
261,肉蛋奶类,奶及奶制品,马苏里拉奶酪,300,22.0,22.0,2.5,1勺（20g）≈ 60 kcal,1.0,即食
262,肉蛋奶类,奶及奶制品,奶油奶酪,349,7.7,34.2,3.6,1勺（20g）≈ 70 kcal,1.0,即食
263,肉蛋奶类,奶及奶制品,芝士片,300,20.0,23.0,2.0,1片（20g）≈ 60 kcal,1.0,即食
264,肉蛋奶类,奶及奶制品,全脂奶粉,478,20.1,21.2,51.7,1勺（30g）≈ 143 kcal,1.0,冲调饮用
265,肉蛋奶类,奶及奶制品,淡奶油,345,2.3,37.0,2.3,1勺（20g）≈ 69 kcal,1.0,烘焙/冲调
266,肉蛋奶类,奶及奶制品,无盐黄油,717,0.5,79.7,0.0,1勺（10g）≈ 72 kcal,1.0,烹饪用
267,零食饮料类,膨化零食,原味薯片,547,6.3,34.7,55.3,1小包（50g）≈ 274 kcal,1.0,即食
268,零食饮料类,膨化零食,番茄味薯片,530,6.0,32.0,54.5,1小包（50g）≈ 265 kcal,1.0,即食
269,零食饮料类,膨化零食,虾条,510,5.5,28.0,58.5,1小包（40g）≈ 204 kcal,1.0,即食
270,零食饮料类,膨化零食,玉米片,480,6.5,22.0,65.0,1份（50g）≈ 240 kcal,1.0,即食
271,零食饮料类,膨化零食,影院爆米花,500,4.5,28.0,57.5,1小桶（100g）≈ 500 kcal,1.0,即食
272,零食饮料类,膨化零食,锅巴,425,6.5,18.0,60.5,1袋（100g）≈ 425 kcal,1.0,即食
273,零食饮料类,膨化零食,山药脆片,480,5.0,25.0,60.0,1袋（50g）≈ 240 kcal,1.0,即食
274,零食饮料类,膨化零食,综合蔬菜脆,475,5.5,24.0,59.0,1袋（50g）≈ 238 kcal,1.0,即食
275,零食饮料类,膨化零食,脆冬枣,450,2.5,20.0,65.0,1袋（50g）≈ 225 kcal,1.0,即食
276,零食饮料类,膨化零食,仙贝,465,6.0,18.0,67.5,1袋（50g）≈ 233 kcal,1.0,即食
277,零食饮料类,膨化零食,雪饼,435,5.5,14.0,72.0,1袋（50g）≈ 218 kcal,1.0,即食
278,零食饮料类,饼干糕点,苏打饼干,408,8.0,10.5,72.0,1片（7g）≈ 29 kcal,1.0,即食
279,零食饮料类,饼干糕点,夹心饼干,490,5.5,23.0,65.5,1片（10g）≈ 49 kcal,1.0,即食
280,零食饮料类,饼干糕点,曲奇饼干,489,6.5,24.5,61.5,1块（10g）≈ 49 kcal,1.0,即食
281,零食饮料类,饼干糕点,威化饼干,475,5.5,20.0,67.5,1条（20g）≈ 95 kcal,1.0,即食
282,零食饮料类,饼干糕点,消化饼干,480,7.5,22.0,63.0,1片（10g）≈ 48 kcal,1.0,即食
283,零食饮料类,饼干糕点,桃酥,481,6.5,21.5,66.0,1块（20g）≈ 96 kcal,1.0,即食
284,零食饮料类,饼干糕点,奶油蛋糕,370,7.2,13.9,56.5,1块（100g）≈ 370 kcal,1.0,即食
285,零食饮料类,饼干糕点,戚风蛋糕,270,8.6,7.7,42.7,1块（100g）≈ 270 kcal,1.0,即食
286,零食饮料类,饼干糕点,牛角包/可颂,400,7.5,24.0,39.0,1个（80g）≈ 320 kcal,1.0,即食
287,零食饮料类,饼干糕点,甜甜圈,425,6.5,22.0,51.0,1个（60g）≈ 255 kcal,1.0,即食
288,零食饮料类,饼干糕点,泡芙,340,6.2,24.5,25.3,1个（30g）≈ 102 kcal,1.0,奶油馅
289,零食饮料类,饼干糕点,蛋黄酥,386,7.5,25.0,34.0,1个（35g）≈ 135 kcal,1.0,即食
290,零食饮料类,饼干糕点,凤梨酥,420,4.5,18.0,61.5,1块（25g）≈ 105 kcal,1.0,即食
291,零食饮料类,饼干糕点,沙琪玛,400,5.0,17.0,56.5,1块（50g）≈ 200 kcal,1.0,即食
292,零食饮料类,饼干糕点,提拉米苏,300,7.0,20.0,22.0,1块（100g）≈ 300 kcal,1.0,即食
293,零食饮料类,饼干糕点,芝士蛋糕,340,9.0,25.0,21.0,1块（100g）≈ 340 kcal,1.0,即食
294,零食饮料类,饼干糕点,司康,340,7.5,16.0,41.5,1个（50g）≈ 170 kcal,1.0,即食
295,零食饮料类,糖果巧克力,牛奶巧克力,535,6.9,30.7,59.2,1小块（10g）≈ 54 kcal,1.0,即食
296,零食饮料类,糖果巧克力,70%黑巧克力,546,7.8,42.6,30.7,1小块（10g）≈ 55 kcal,1.0,即食
297,零食饮料类,糖果巧克力,白巧克力,539,6.5,32.1,59.2,1小块（10g）≈ 54 kcal,1.0,即食
298,零食饮料类,糖果巧克力,硬糖,405,0,0.2,99.0,1颗（5g）≈ 20 kcal,1.0,即食
299,零食饮料类,糖果巧克力,软糖,340,2.0,0.5,82.0,1颗（10g）≈ 34 kcal,1.0,即食
300,零食饮料类,糖果巧克力,奶糖,430,2.5,10.0,84.5,1颗（5g）≈ 22 kcal,1.0,即食
301,零食饮料类,糖果巧克力,牛轧糖,450,6.5,16.0,69.5,1颗（10g）≈ 45 kcal,1.0,即食
302,零食饮料类,糖果巧克力,棉花糖,321,1.8,0.1,79.2,1颗（10g）≈ 32 kcal,1.0,即食
303,零食饮料类,卤味肉干,泡椒凤爪,100,15.0,3.5,2.0,1袋（100g）≈ 100 kcal,1.0,即食
304,零食饮料类,卤味肉干,卤鸭脖,225,21.0,14.0,2.5,1根（100g）≈ 225 kcal,0.6,带骨，即食
305,零食饮料类,卤味肉干,卤鸭掌,180,19.0,11.0,1.5,1个（30g）≈ 54 kcal,1.0,即食
306,零食饮料类,卤味肉干,卤藕片,120,2.0,5.0,17.5,1袋（100g）≈ 120 kcal,1.0,即食
307,零食饮料类,卤味肉干,海带结,60,1.5,3.0,7.5,1袋（100g）≈ 60 kcal,1.0,即食
308,零食饮料类,卤味肉干,魔芋爽/素毛肚,25,1.0,0.5,4.5,1袋（20g）≈ 5 kcal,1.0,即食
309,零食饮料类,卤味肉干,辣条/大辣片,400,7.5,25.0,37.5,1袋（100g）≈ 400 kcal,1.0,即食
310,零食饮料类,果冻冰品,果冻,85,0,0,21.0,1个（100g）≈ 85 kcal,1.0,即食
311,零食饮料类,果冻冰品,布丁,105,2.5,3.5,15.5,1个（100g）≈ 105 kcal,1.0,即食
312,零食饮料类,果冻冰品,奶油冰淇淋,195,3.5,11.0,20.5,1个（100g）≈ 195 kcal,1.0,即食
313,零食饮料类,果冻冰品,巧克力冰淇淋,216,3.8,12.5,23.0,1个（100g）≈ 216 kcal,1.0,即食
314,零食饮料类,果冻冰品,雪糕,150,2.5,6.0,21.5,1根（80g）≈ 120 kcal,1.0,即食
315,零食饮料类,果冻冰品,冰棍/冰棒,60,0.5,0.2,14.5,1根（80g）≈ 48 kcal,1.0,即食
316,零食饮料类,瓶装饮料,可乐/雪碧,43,0,0,10.6,500ml瓶≈215 kcal,1.0,含糖碳酸饮料
317,零食饮料类,瓶装饮料,芬达/美年达,45,0,0,11.2,500ml瓶≈225 kcal,1.0,含糖碳酸饮料
318,零食饮料类,瓶装饮料,无糖可乐/雪碧,2,0,0,0.5,500ml瓶≈10 kcal,1.0,零卡代糖
319,零食饮料类,瓶装饮料,无糖气泡水,0,0,0,0,500ml瓶≈0 kcal,1.0,零卡
320,零食饮料类,瓶装饮料,冰红茶/绿茶,37,0,0,9.2,500ml瓶≈185 kcal,1.0,含糖茶饮
321,零食饮料类,瓶装饮料,无糖乌龙茶,0,0,0,0,500ml瓶≈0 kcal,1.0,零卡纯茶
322,零食饮料类,瓶装饮料,果粒橙,42,0.2,0,10.5,500ml瓶≈210 kcal,1.0,含糖果汁
323,零食饮料类,瓶装饮料,旺仔牛奶,78,2.5,2.8,10.0,250ml罐≈195 kcal,1.0,复原乳
324,零食饮料类,瓶装饮料,乳酸菌饮料,40,1.0,1.0,7.5,350ml瓶≈140 kcal,1.0,含糖乳饮
325,零食饮料类,瓶装饮料,椰树椰汁,50,0.6,2.0,7.0,250ml盒≈125 kcal,1.0,植物蛋白饮
326,零食饮料类,瓶装饮料,红牛,55,0,0,13.5,250ml罐≈138 kcal,1.0,功能饮料
327,零食饮料类,瓶装饮料,脉动,25,0,0,6.2,600ml瓶≈150 kcal,1.0,维生素饮料
328,零食饮料类,瓶装饮料,无糖电解质水,3,0,0,0.8,500ml瓶≈15 kcal,1.0,低卡
329,零食饮料类,瓶装饮料,NFC鲜榨橙汁,45,0.7,0.2,10.5,300ml瓶≈135 kcal,1.0,无添加糖
330,零食饮料类,冲调饮品,三合一速溶咖啡,450,3.5,18.0,68.0,1条（15g）≈ 68 kcal,1.0,冲调后
331,零食饮料类,冲调饮品,黑咖啡粉,250,15.0,1.5,45.0,1杯（2g粉）≈ 5 kcal,1.0,冲调后
332,零食饮料类,冲调饮品,奶茶粉,435,4.5,18.5,64.0,1条（20g）≈ 87 kcal,1.0,冲调后
333,零食饮料类,冲调饮品,纯藕粉,345,0.2,0.1,85.5,1碗（20g粉）≈ 69 kcal,1.0,冲调后
334,零食饮料类,冲调饮品,黑芝麻糊,400,8.0,10.0,70.0,1袋（40g）≈ 160 kcal,1.0,冲调后
335,零食饮料类,冲调饮品,豆奶粉,400,15.5,11.0,60.5,1袋（30g）≈ 120 kcal,1.0,冲调后
336,零食饮料类,冲调饮品,蜂蜜柚子茶酱,250,0.5,0.2,62.0,1勺（20g）≈ 50 kcal,1.0,冲调饮用
337,零食饮料类,连锁饮品,蜜雪冰城柠檬水（无糖）,70,0.2,0,17.5,中杯≈70 kcal,1.0,无糖
338,零食饮料类,连锁饮品,珍珠奶茶（全糖中杯）,350,2.5,8.0,65.0,中杯≈350 kcal,1.0,全糖常规
339,零食饮料类,连锁饮品,喜茶多肉葡萄（去糖去芝士）,130,0.5,0,32.0,中杯≈130 kcal,1.0,无糖
340,零食饮料类,连锁饮品,芝芝莓莓（全糖中杯）,280,3.0,10.0,45.0,中杯≈280 kcal,1.0,含芝士奶盖
341,零食饮料类,连锁饮品,茶百道西瓜啵啵（无糖）,89,0.3,0,22.0,中杯≈89 kcal,1.0,无糖
342,零食饮料类,连锁饮品,芋泥啵啵奶绿（全糖）,350,4.0,12.0,57.0,中杯≈350 kcal,1.0,全糖
343,零食饮料类,连锁饮品,霸王茶姬伯牙绝弦（微糖）,170,3.5,6.0,25.0,中杯≈170 kcal,1.0,微糖
344,零食饮料类,连锁饮品,瑞幸生椰拿铁（无糖大杯）,179,5.0,10.0,18.0,大杯≈179 kcal,1.0,无糖
345,零食饮料类,连锁饮品,瑞幸橙C美式（无糖大杯）,122,0.8,0.2,30.0,大杯≈122 kcal,1.0,无糖
346,零食饮料类,连锁饮品,瑞幸美式咖啡（大杯）,15,1.0,0,2.5,大杯≈15 kcal,1.0,纯咖啡
347,零食饮料类,连锁饮品,星巴克拿铁（全脂奶大杯）,190,7.5,9.0,18.0,大杯≈190 kcal,1.0,无糖
348,零食饮料类,连锁饮品,星巴克焦糖玛奇朵（全糖大杯）,280,7.5,9.0,44.0,大杯≈280 kcal,1.0,全糖
349,零食饮料类,酒类,52度白酒,350,0,0,0,1两（50ml）≈175 kcal,1.0,酒精热量
350,零食饮料类,酒类,38度白酒,280,0,0,0,1两（50ml）≈140 kcal,1.0,酒精热量
351,零食饮料类,酒类,普通啤酒,36,0.4,0,3.5,500ml瓶≈180 kcal,1.0,3.5度
352,零食饮料类,酒类,精酿啤酒,50,0.5,0,5.0,500ml瓶≈250 kcal,1.0,5度以上
353,零食饮料类,酒类,干红葡萄酒,75,0.1,0,2.5,1杯（150ml）≈113 kcal,1.0,干型无糖
354,零食饮料类,酒类,甜白葡萄酒,135,0.2,0,15.0,1杯（150ml）≈203 kcal,1.0,甜型含糖
355,零食饮料类,酒类,黄酒（12度）,70,1.0,0,4.0,1两（50ml）≈35 kcal,1.0,半干型
356,零食饮料类,酒类,预调鸡尾酒,60,0,0,10.0,330ml罐≈198 kcal,1.0,含糖
357,中西菜肴类,中式家常菜,番茄炒蛋,125,6.5,8.5,5.0,1份（100g）≈125 kcal,1.0,家常油量
358,中西菜肴类,中式家常菜,韭菜炒蛋,155,7.0,12.0,3.5,1份（100g）≈155 kcal,1.0,家常油量
359,中西菜肴类,中式家常菜,青椒肉丝,155,10.5,10.0,4.5,1份（100g）≈155 kcal,1.0,家常油量
360,中西菜肴类,中式家常菜,蒜苔炒肉,165,9.0,11.5,5.5,1份（100g）≈165 kcal,1.0,家常油量
361,中西菜肴类,中式家常菜,宫保鸡丁,170,13.0,10.0,8.5,1份（100g）≈170 kcal,1.0,含花生酱汁
362,中西菜肴类,中式家常菜,鱼香肉丝,165,10.0,10.0,10.5,1份（100g）≈165 kcal,1.0,重油重糖
363,中西菜肴类,中式家常菜,地三鲜,200,2.5,15.0,15.0,1份（100g）≈200 kcal,1.0,过油炒制
364,中西菜肴类,中式家常菜,油焖茄子,200,1.5,17.0,10.5,1份（100g）≈200 kcal,1.0,吸油量大
365,中西菜肴类,中式家常菜,手撕包菜,135,2.5,10.0,8.5,1份（100g）≈135 kcal,1.0,家常炒制
366,中西菜肴类,中式家常菜,酸辣土豆丝,135,2.5,8.5,12.0,1份（100g）≈135 kcal,1.0,家常炒制
367,中西菜肴类,中式家常菜,蒜蓉西兰花,115,4.0,8.5,6.0,1份（100g）≈115 kcal,1.0,少油炒制
368,中西菜肴类,中式家常菜,红烧肉,475,17.0,44.0,2.5,1份（100g）≈475 kcal,1.0,重油重糖
369,中西菜肴类,中式家常菜,红烧排骨,405,20.0,35.0,3.0,1份（100g）≈405 kcal,0.6,带骨
370,中西菜肴类,中式家常菜,土豆炖牛肉,165,12.0,8.0,12.5,1份（100g）≈165 kcal,1.0,炖制
371,中西菜肴类,中式家常菜,小鸡炖蘑菇,200,15.0,14.0,5.5,1份（100g）≈200 kcal,1.0,炖制
372,中西菜肴类,中式家常菜,可乐鸡翅,240,18.0,14.0,10.0,1份（100g）≈240 kcal,1.0,含糖烧制
373,中西菜肴类,中式家常菜,黄焖鸡,225,16.5,15.0,6.5,1份（100g）≈225 kcal,1.0,带汤汁
374,中西菜肴类,中式家常菜,酸菜鱼,140,15.0,7.0,3.5,1份（100g）≈140 kcal,1.0,带汤
375,中西菜肴类,中式家常菜,水煮牛肉,205,18.5,13.0,3.5,1份（100g）≈205 kcal,1.0,含红油
376,中西菜肴类,中式家常菜,毛血旺,230,12.0,18.0,6.0,1份（100g）≈230 kcal,1.0,重油重辣
377,中西菜肴类,中式家常菜,麻辣香锅,300,10.0,22.0,15.0,1份（100g）≈300 kcal,1.0,荤素混合平均
378,中西菜肴类,中式家常菜,糖醋排骨,405,18.0,28.0,18.5,1份（100g）≈405 kcal,0.6,带骨，糖+油
379,中西菜肴类,中式家常菜,辣子鸡,300,19.0,22.0,6.0,1份（100g）≈300 kcal,1.0,油炸炒制
380,中西菜肴类,中式家常菜,回锅肉,375,14.0,34.0,4.0,1份（100g）≈375 kcal,1.0,高脂
381,中西菜肴类,中式家常菜,麻婆豆腐,170,8.5,12.5,6.5,1份（100g）≈170 kcal,1.0,含肉末红油
382,中西菜肴类,中式家常菜,凉拌黄瓜,45,1.0,3.0,3.5,1份（100g）≈45 kcal,1.0,加调料
383,中西菜肴类,中式家常菜,凉拌木耳,60,1.5,4.0,4.5,1份（100g）≈60 kcal,1.0,加调料
384,中西菜肴类,中式家常菜,皮蛋豆腐,90,6.5,5.5,3.0,1份（100g）≈90 kcal,1.0,凉拌
385,中西菜肴类,中式家常菜,夫妻肺片,225,18.0,16.0,2.5,1份（100g）≈225 kcal,1.0,含红油
386,中西菜肴类,中式家常菜,口水鸡,200,16.5,14.0,2.5,1份（100g）≈200 kcal,1.0,含红油
387,中西菜肴类,中式家常菜,麻酱拉皮,165,2.5,8.5,20.5,1份（100g）≈165 kcal,1.0,含麻酱
388,中西菜肴类,中式家常菜,蛋炒饭,185,5.0,8.5,21.0,1份（100g）≈185 kcal,1.0,家常炒制
389,中西菜肴类,中式家常菜,扬州炒饭,195,6.5,9.5,22.0,1份（100g）≈195 kcal,1.0,多配料
390,中西菜肴类,中式家常菜,炒面,175,5.0,7.0,24.0,1份（100g）≈175 kcal,1.0,家常炒制
391,中西菜肴类,中式家常菜,炒河粉,165,4.0,6.0,23.0,1份（100g）≈165 kcal,1.0,家常炒制
392,中西菜肴类,中式家常菜,卤肉饭,220,8.5,12.0,20.5,1份（100g）≈220 kcal,1.0,带肉汁
393,中西菜肴类,地方小吃,煎饼果子,375,11.0,20.0,39.0,1套≈375 kcal,1.0,基础款鸡蛋薄脆
394,中西菜肴类,地方小吃,腊汁肉夹馍,500,19.0,28.0,44.0,1个≈500 kcal,1.0,白吉馍+五花肉
395,中西菜肴类,地方小吃,陕西凉皮（带调料）,135,3.5,5.5,19.0,1碗（300g）≈405 kcal,1.0,含麻酱调料
396,中西菜肴类,地方小吃,烤冷面,300,8.5,15.0,32.0,1份≈300 kcal,1.0,基础款鸡蛋肠
397,中西菜肴类,地方小吃,鸡蛋灌饼,325,9.0,18.0,30.5,1个≈325 kcal,1.0,基础款
398,中西菜肴类,地方小吃,生煎包,285,9.0,16.0,26.5,1两（4个）≈228 kcal,1.0,猪肉馅
399,中西菜肴类,地方小吃,驴肉火烧,375,18.0,20.0,30.0,1个≈375 kcal,1.0,驴肉焖子
400,中西菜肴类,地方小吃,烤羊肉串（肥瘦）,225,20.5,16.0,0,10串≈225 kcal,1.0,烧烤制
401,中西菜肴类,地方小吃,麻辣小龙虾（十三香）,140,14.8,7.5,1.5,1斤（500g）≈700 kcal,0.3,带壳，可食部
402,中西菜肴类,地方小吃,关东煮萝卜,30,0.5,0.1,6.8,1串≈30 kcal,1.0,清汤煮
403,中西菜肴类,地方小吃,关东煮鱼丸,120,10.0,5.5,7.0,1串≈120 kcal,1.0,清汤煮
404,中西菜肴类,地方小吃,钵钵鸡,175,15.0,11.0,3.0,10串≈175 kcal,1.0,红油浸泡
405,中西菜肴类,地方小吃,广式虾饺,190,8.5,8.0,20.5,1个（20g）≈38 kcal,1.0,蒸制
406,中西菜肴类,地方小吃,广式干蒸烧卖,215,10.0,12.0,15.5,1个（20g）≈43 kcal,1.0,蒸制
407,中西菜肴类,地方小吃,豉汁凤爪,220,15.0,16.0,2.5,1份（100g）≈220 kcal,1.0,蒸制
408,中西菜肴类,地方小吃,流沙包,300,6.5,14.0,37.0,1个（50g）≈150 kcal,1.0,咸蛋黄馅
409,中西菜肴类,地方小吃,皮蛋瘦肉粥,60,3.0,1.0,10.0,1碗（300g）≈180 kcal,1.0,粥品
410,中西菜肴类,西式快餐,香辣鸡腿堡,396,22.0,18.0,39.0,1个≈396 kcal,1.0,单堡
411,中西菜肴类,西式快餐,奥尔良烤鸡腿堡,350,24.0,13.0,35.0,1个≈350 kcal,1.0,单堡
412,中西菜肴类,西式快餐,麦香鱼,342,15.0,14.0,38.0,1个≈342 kcal,1.0,单堡
413,中西菜肴类,西式快餐,皇堡,600,25.0,35.0,45.0,1个≈600 kcal,1.0,单堡
414,中西菜肴类,西式快餐,6寸香烤牛肉三明治,353,26.0,9.0,40.0,1份≈353 kcal,1.0,不加酱
415,中西菜肴类,西式快餐,中份薯条,320,4.0,16.0,42.0,1份≈320 kcal,1.0,约110g
416,中西菜肴类,西式快餐,上校鸡块（5块）,280,15.0,18.0,15.0,1份≈280 kcal,1.0,5块装
417,中西菜肴类,西式快餐,奥尔良烤翅（1对）,150,16.5,8.5,0.5,1对≈150 kcal,1.0,2只
418,中西菜肴类,西式快餐,葡式蛋挞,180,4.5,11.0,16.5,1个≈180 kcal,1.0,约50g
419,中西菜肴类,西餐正餐,意大利肉酱面,175,7.0,5.5,24.0,1份（300g）≈525 kcal,1.0,常规分量
420,中西菜肴类,西餐正餐,奶油培根意面,220,7.5,12.0,21.5,1份（300g）≈660 kcal,1.0,奶油酱汁
421,中西菜肴类,西餐正餐,夏威夷披萨,245,10.5,10.0,30.0,1片（100g）≈245 kcal,1.0,薄底
422,中西菜肴类,西餐正餐,西冷牛排（150g）,300,28.0,10.0,0,1份≈300 kcal,1.0,纯肉无酱汁
423,中西菜肴类,西餐正餐,鸡肉焗饭,200,9.5,7.5,24.0,1份（300g）≈600 kcal,1.0,芝士焗制
424,中西菜肴类,西餐正餐,凯撒沙拉（加酱）,200,8.0,16.0,6.0,1份（200g）≈400 kcal,1.0,含凯撒酱
425,中西菜肴类,西餐正餐,油醋汁蔬菜沙拉,90,3.0,6.0,6.0,1份（200g）≈180 kcal,1.0,低卡酱汁
426,中西菜肴类,西餐正餐,奶油蘑菇汤,135,3.5,10.0,8.5,1份（200g）≈270 kcal,1.0,奶油浓汤
427,中西菜肴类,西餐正餐,南瓜浓汤,90,2.0,3.5,13.0,1份（200g）≈180 kcal,1.0,低脂
428,中西菜肴类,便利店便当,照烧鸡排饭,790,10.5,8.5,22.5,1盒≈790 kcal,1.0,全家/711常规款
429,中西菜肴类,便利店便当,芝士猪排双拼饭,810,9.5,10.0,20.0,1盒≈810 kcal,1.0,便利店款
430,中西菜肴类,便利店便当,肥牛饭,750,12.0,8.0,20.0,1盒≈750 kcal,1.0,便利店款
431,中西菜肴类,便利店便当,咖喱猪排饭,830,9.0,11.0,21.0,1盒≈830 kcal,1.0,便利店款
432,中西菜肴类,便利店便当,奥尔良鸡腿饭,760,11.0,8.5,21.5,1盒≈760 kcal,1.0,便利店款
433,中西菜肴类,预制菜,预制酸菜鱼,135,13.0,8.0,3.5,1份（100g）≈135 kcal,1.0,加热即食
